model,seed,family,direction,normalized_trajectory_l2_error,memory_rms
diffusion_reaction,26090438,heldout_two_lobe_mode,minus,0.005643453124506988,0.0015475966141568723
diffusion_reaction,26090439,heldout_harmonic_mode,plus,0.005648519629083721,0.0019197461139617755
diffusion_reaction,26090439,heldout_harmonic_mode,minus,0.0056387343386326136,0.0019197461139617753
diffusion_reaction,26090439,heldout_two_lobe_mode,plus,0.0056437504224424,0.0015132658141173653
diffusion_reaction,26090439,heldout_two_lobe_mode,minus,0.005643453124506998,0.0015475966141568723
diffusion_reaction,26090440,heldout_harmonic_mode,plus,0.005648519629083709,0.0019197461139617753
diffusion_reaction,26090440,heldout_harmonic_mode,minus,0.0056387343386326075,0.0019197461139617757
diffusion_reaction,26090440,heldout_two_lobe_mode,plus,0.005643750422442406,0.0015132658141173653
diffusion_reaction,26090440,heldout_two_lobe_mode,minus,0.005643453124507009,0.0015475966141568725
diffusion_reaction,26090441,heldout_harmonic_mode,plus,0.005648519629083712,0.0019197461139617755
diffusion_reaction,26090441,heldout_harmonic_mode,minus,0.005638734338632612,0.0019197461139617753
diffusion_reaction,26090441,heldout_two_lobe_mode,plus,0.005643750422442384,0.0015132658141173653
diffusion_reaction,26090441,heldout_two_lobe_mode,minus,0.005643453124507019,0.0015475966141568723
diffusion_reaction,26090442,heldout_harmonic_mode,plus,0.0056485196290836995,0.0019197461139617757
diffusion_reaction,26090442,heldout_harmonic_mode,minus,0.005638734338632597,0.0019197461139617753
diffusion_reaction,26090442,heldout_two_lobe_mode,plus,0.005643750422442379,0.0015132658141173653
diffusion_reaction,26090442,heldout_two_lobe_mode,minus,0.0056434531245069955,0.0015475966141568725
diffusion_reaction,26090443,heldout_harmonic_mode,plus,0.005648519629083724,0.001919746113961776
diffusion_reaction,26090443,heldout_harmonic_mode,minus,0.005638734338632626,0.001919746113961775
diffusion_reaction,26090443,heldout_two_lobe_mode,plus,0.005643750422442389,0.0015132658141173655
diffusion_reaction,26090443,heldout_two_lobe_mode,minus,0.005643453124506994,0.0015475966141568725
diffusion_reaction,26090444,heldout_harmonic_mode,plus,0.005648519629083719,0.0019197461139617755
diffusion_reaction,26090444,heldout_harmonic_mode,minus,0.005638734338632609,0.0019197461139617753
diffusion_reaction,26090444,heldout_two_lobe_mode,plus,0.005643750422442387,0.0015132658141173655
diffusion_reaction,26090444,heldout_two_lobe_mode,minus,0.0056434531245070085,0.0015475966141568723
diffusion_reaction,26090445,heldout_harmonic_mode,plus,0.005648519629083689,0.0019197461139617755
diffusion_reaction,26090445,heldout_harmonic_mode,minus,0.0056387343386326,0.0019197461139617753
diffusion_reaction,26090445,heldout_two_lobe_mode,plus,0.005643750422442382,0.0015132658141173655
diffusion_reaction,26090445,heldout_two_lobe_mode,minus,0.005643453124506981,0.0015475966141568723
diffusion_reaction,26090446,heldout_harmonic_mode,plus,0.005648519629083724,0.0019197461139617755
diffusion_reaction,26090446,heldout_harmonic_mode,minus,0.005638734338632621,0.0019197461139617755
diffusion_reaction,26090446,heldout_two_lobe_mode,plus,0.005643750422442417,0.0015132658141173653
diffusion_reaction,26090446,heldout_two_lobe_mode,minus,0.005643453124507012,0.0015475966141568723
diffusion_reaction,26090447,heldout_harmonic_mode,plus,0.005648519629083698,0.0019197461139617755
diffusion_reaction,26090447,heldout_harmonic_mode,minus,0.005638734338632612,0.0019197461139617757
diffusion_reaction,26090447,heldout_two_lobe_mode,plus,0.005643750422442395,0.0015132658141173655
diffusion_reaction,26090447,heldout_two_lobe_mode,minus,0.005643453124507014,0.0015475966141568725
diffusion_only,26090424,heldout_harmonic_mode,plus,0.04894662035300182,0.001919746113961775
diffusion_only,26090424,heldout_harmonic_mode,minus,0.048945458063235796,0.0019197461139617755
diffusion_only,26090424,heldout_two_lobe_mode,plus,0.04894629509219052,0.0015132658141173653
diffusion_only,26090424,heldout_two_lobe_mode,minus,0.0489457769751142,0.0015475966141568723
diffusion_only,26090425,heldout_harmonic_mode,plus,0.04894662035300176,0.0019197461139617757
diffusion_only,26090425,heldout_harmonic_mode,minus,0.04894545806323577,0.001919746113961775
diffusion_only,26090425,heldout_two_lobe_mode,plus,0.048946295092190464,0.001513265814117365
diffusion_only,26090425,heldout_two_lobe_mode,minus,0.04894577697511414,0.0015475966141568723
diffusion_only,26090426,heldout_harmonic_mode,plus,0.04894662035300177,0.0019197461139617755
diffusion_only,26090426,heldout_harmonic_mode,minus,0.04894545806323577,0.0019197461139617753
diffusion_only,26090426,heldout_two_lobe_mode,plus,0.048946295092190464,0.001513265814117365
diffusion_only,26090426,heldout_two_lobe_mode,minus,0.04894577697511414,0.0015475966141568723
diffusion_only,26090427,heldout_harmonic_mode,plus,0.04894662035300177,0.0019197461139617755
